"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Components (product.metafields.custom.components)","Shipping Info (product.metafields.custom.shipping_info)","expiration months (product.metafields.custom.expiration_months)","Catalog Number (product.metafields.custom.catalog_number)","Volume (product.metafields.custom.volume)","Unit/Packs (product.metafields.custom.unit_packs)","Storage Conditions (product.metafields.custom.storage_conditions)","Matrix (product.metafields.custom.matrix)","CAS Number (product.metafields.custom.cas_number)","DOT Hazardous (product.metafields.custom.dot_hazardous)","COA (product.metafields.custom.coa)","SDS (product.metafields.custom.sds)"
"s-2579-3-methyl-1-butanol-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#123-51-3-in-methanol-p&t-1-ml","3-Methyl-1-butanol Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #123-51-3 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""3-Methyl-1-butanol"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""123-51-3""}]","Ambient","36","S-2579","1 mL","1","Ambient","Methanol-P&T","123-51-3","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2579.pdf"
"s-2555-2-methylpropane-residual-solvent-standard-1-000-g-ml-(1-000-ppm)-cas-#75-28-5-in-methanol-p&t-1-ml","2-Methylpropane Residual Solvent Standard, 1,000 μg/mL (1,000 ppm), CAS #75-28-5 in Methanol-P&T, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
Residual Solvent Single Standard

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662",,,,"TRUE","[{""component"":""2-Methylpropane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""75-28-5""}]","Ambient","36","S-2555","1 mL","1","Ambient","Methanol-P&T","75-28-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2555.pdf"
"s-2550-4-methylphenol-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#106-44-5-in-methanol-p&t-1-ml","4-Methylphenol Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #106-44-5 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""4-Methylphenol"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""106-44-5""}]","Ambient","36","S-2550","1 mL","1","Ambient","Methanol-P&T","106-44-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2550.pdf"
"s-2545-2-methylphenol-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#95-48-7-in-methanol-p&t-1-ml","2-Methylphenol Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #95-48-7 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""2-Methylphenol"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""95-48-7""}]","Ambient","36","S-2545","1 mL","1","Ambient","Methanol-P&T","95-48-7","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2545.pdf"
"s-2540-3-methylphenol-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#108-39-4-in-methanol-1-ml","3-Methylphenol Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #108-39-4 in Methanol, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""3-Methylphenol"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol"",""cas"":""108-39-4""}]","Ambient","36","S-2540","1 mL","1","Ambient","Methanol","108-39-4","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2540.pdf"
"s-2530-3-methylpentane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#96-14-0-in-methanol-p&t-1-ml","3-Methylpentane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #96-14-0 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""3-Methylpentane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""96-14-0""}]","Ambient","36","S-2530","1 mL","1","Ambient","Methanol-P&T","96-14-0","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2530.pdf"
"s-2527-2-methylpentane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#107-83-5-in-methanol-p&t-1-ml","2-Methylpentane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #107-83-5 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""2-Methylpentane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""107-83-5""}]","Ambient","36","S-2527","1 mL","1","Ambient","Methanol-P&T","107-83-5","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2527.pdf"
"s-2525-2-methylnaphthalene-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#91-57-6-in-methanol-p&t-1-ml","2-Methylnaphthalene Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #91-57-6 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""2-Methylnaphthalene"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""91-57-6""}]","Ambient","36","S-2525","1 mL","1","Ambient","Methanol-P&T","91-57-6","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2525.pdf"
"s-2520-1-methylnaphthalene-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#90-12-0-in-methanol-p&t-1-ml","1-Methylnaphthalene Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #90-12-0 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""1-Methylnaphthalene"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""90-12-0""}]","Ambient","36","S-2520","1 mL","1","Ambient","Methanol-P&T","90-12-0","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2520.pdf"
"s-2480-methylene-chloride-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#75-09-2-in-methanol-p&t-1-ml","Methylene chloride Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #75-09-2 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Methylene chloride"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""75-09-2""}]","Ambient","36","S-2480","1 mL","1","Ambient","Methanol-P&T","75-09-2","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2480.pdf"
"s-2470-methylcyclohexane-single-component-organic-standard-1-000-g-ml-(1-000-ppm)-cas-#108-87-2-in-methanol-p&t-1-ml","Methylcyclohexane Single-Component Organic Standard, 1,000 μg/mL (1,000 ppm), CAS #108-87-2 in Methanol-P&T, 1 mL","Single-Component Organic Standards

Single-component standards are available as stock items. They are supplied in methanol, or in another solvent, where appropriate. Additional solvents include methylene chloride, acetone, benzene, hexane, acetonitrile, THF, and water. Please inquire about the matrix for a particular item when ordering, if the matrix is important to your application, a substitution may be possible.

Concentrations other than these, as well as custom matrices, are readily available, but a minimum order of five ampules may be required in some cases.",,,,"TRUE","[{""component"":""Methylcyclohexane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""108-87-2""}]","Ambient","36","S-2470","1 mL","1","Ambient","Methanol-P&T","108-87-2","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2470.pdf"
"s-2462-2-methylbutane-residual-solvent-standard-1-000-g-ml-(1-000-ppm)-cas-#78-78-4-in-methanol-p&t-1-ml","2-Methylbutane Residual Solvent Standard, 1,000 μg/mL (1,000 ppm), CAS #78-78-4 in Methanol-P&T, 1 mL","Analytical Standards for Medicinal and Recreational Cannabis Testing
Residual Solvent Single Standard

While the legalization of cannabis for both medicinal and recreational purposes has been gaining speed, legislation and regulation has not necessarily kept pace. Out of a drive for self-regulation and significant consumer safety concerns, many producers and manufacturers are turning to testing labs in order to ensure that their products are of high quality and free of chemical contaminants. 

SPEX CertiPrep offers ISO/IEC 17025 and ISO 17034 Certified Reference Materials (CRMs) for all of the common contaminants such as pesticide residues, residual solvents and heavy metals, as well as qualitative analysis CRMs, such as terpenes. As the
industry demands change and regulations are put into place, we continually update our product offering.

Designed for Methods: State specific pesticide regulations:
� OAR 333-008-11
� HB 3460
� AOAC 2007-01
� EN 15662",,,,"TRUE","[{""component"":""2-Methylbutane"",""concentration"":""1,000 μg/mL"",""matrix"":""Methanol-P&T"",""cas"":""78-78-4""}]","Ambient","36","S-2462","1 mL","1","Ambient","Methanol-P&T","78-78-4","Non-Hazardous","https://www.spexcertiprep.com/knowledge-base/files/Organic-Sample-CofA.pdf","https://www.spexcertiprep.com/MSDS/S-2462.pdf"
